Site,Label,Concepticon_ID,Concepticon_Gloss
630,cloud_29,1489,CLOUD
631,cloud_30,1489,CLOUD
632,cloud_31,1489,CLOUD
633,cloud_32,1489,CLOUD
634,cloud_33,1489,CLOUD
635,cloud_34,1489,CLOUD
636,cloud_35,1489,CLOUD
637,cloud_36,1489,CLOUD
638,cloud_37,1489,CLOUD
639,cloud_38,1489,CLOUD
640,cloud_39,1489,CLOUD
641,cloud_40,1489,CLOUD
642,cloud_41,1489,CLOUD
643,cloud_42,1489,CLOUD
644,cloud_43,1489,CLOUD
645,cloud_44,1489,CLOUD
646,cloud_45,1489,CLOUD
647,cloud_46,1489,CLOUD
648,cloud_47,1489,CLOUD
649,cloud_48,1489,CLOUD
650,cloud_49,1489,CLOUD
651,cloud_50,1489,CLOUD
652,cloud_51,1489,CLOUD
653,cloud_52,1489,CLOUD
654,cloud_53,1489,CLOUD
655,cloud_54,1489,CLOUD
656,cloud_55,1489,CLOUD
657,cloud_56,1489,CLOUD
658,cloud_57,1489,CLOUD
659,cloud_58,1489,CLOUD
660,cloud_59,1489,CLOUD
661,cloud_60,1489,CLOUD
662,cloud_61,1489,CLOUD
663,cloud_62,1489,CLOUD
664,cloud_63,1489,CLOUD
665,cloud_64,1489,CLOUD
666,cloud_65,1489,CLOUD
667,cloud_66,1489,CLOUD
668,cloud_67,1489,CLOUD
669,cloud_68,1489,CLOUD
670,cloud_69,1489,CLOUD
671,cloud_70,1489,CLOUD
672,cloud_71,1489,CLOUD
673,cloud_72,1489,CLOUD
674,cloud_73,1489,CLOUD
675,cloud_74,1489,CLOUD
676,cloud_75,1489,CLOUD
677,cloud_76,1489,CLOUD
678,come_1,1446,COME
679,come_2,1446,COME
680,come_3,1446,COME
681,come_4,1446,COME
682,come_5,1446,COME
683,come_6,1446,COME
684,come_7,1446,COME
685,come_8,1446,COME
686,come_9,1446,COME
687,come_10,1446,COME
688,come_11,1446,COME
689,come_12,1446,COME
690,come_13,1446,COME
691,come_14,1446,COME
692,come_15,1446,COME
693,come_16,1446,COME
694,come_17,1446,COME
695,come_18,1446,COME
696,come_19,1446,COME
697,come_20,1446,COME
698,come_21,1446,COME
699,come_22,1446,COME
700,come_23,1446,COME
701,come_24,1446,COME
702,come_25,1446,COME
703,come_26,1446,COME
704,come_27,1446,COME
705,come_28,1446,COME
706,come_29,1446,COME
707,come_30,1446,COME
708,come_31,1446,COME
709,come_32,1446,COME
710,come_33,1446,COME
711,come_34,1446,COME
712,come_35,1446,COME
713,come_36,1446,COME
714,come_37,1446,COME
715,come_39,1446,COME
716,come_40,1446,COME
717,come_41,1446,COME
718,come_42,1446,COME
719,come_43,1446,COME
720,come_44,1446,COME
721,come_45,1446,COME
722,come_46,1446,COME
723,come_47,1446,COME
724,come_48,1446,COME
725,come_49,1446,COME
726,come_50,1446,COME
727,come_51,1446,COME
728,come_52,1446,COME
729,come_53,1446,COME
730,come_54,1446,COME
731,come_55,1446,COME
732,count_1,1420,COUNT
733,count_2,1420,COUNT
734,count_3,1420,COUNT
735,count_4,1420,COUNT
736,count_5,1420,COUNT
